width,height,mean,std
1508,1052,0.5102676082687113,0.24046109619139103
1682,1341,0.4325442512644688,0.25816357293912323
1566,1271,0.4768146421022323,0.24293695352503292
1624,1299,0.4471623886208674,0.2661887222897708
1364,1179,0.4876978157762374,0.19997519827619256
1748,1442,0.4886686942444884,0.2637619027955201
1480,1306,0.5236551755340603,0.21837474487130806
1512,1005,0.46149881364006823,0.25513768930119785
2016,1603,0.45673989270623344,0.2781118125597864
2348,1851,0.5174113811162636,0.28388514104883333
1414,1086,0.49406899532053594,0.2632400980365035
1870,1380,0.4678219581097568,0.22679329471844686
2418,2260,0.46328060039609825,0.2570791676043761
1828,1437,0.46381069521376617,0.22574268964859243
1604,1202,0.5330704998295099,0.2581646981374
1754,1615,0.46966455388351497,0.24316723880479407
1530,1279,0.3733886397415159,0.22251429481489213
1948,1670,0.5104726300509268,0.23577701439540272
1752,1160,0.46847992133398786,0.23801664331059713
1368,1151,0.4420306457415124,0.24467279291490407
1284,893,0.4945435326157478,0.23404930342018218
2018,1920,0.45712186218640044,0.23390908538606833
1952,1777,0.46777207245804986,0.2531982747407012
1554,1298,0.5007524732848757,0.19527815965102263
1160,897,0.43922009960329034,0.19979483714206234
1530,1078,0.39609692718442113,0.21907281697489842
1458,1074,0.4420614263182851,0.24272207289572412
1364,1136,0.5288774305310904,0.19667304494320959
1514,1310,0.4473016086747708,0.24116548641587054
1118,932,0.4513357727406915,0.20882827435642318
1496,1074,0.46770829000995606,0.22843079208453967
2512,2012,0.5032822718366948,0.25162414987941817
1674,1144,0.5004850992121703,0.307011166761464
1608,1152,0.45861971079718516,0.24520544292472704
1820,1410,0.4778151184096116,0.24160457319355286
1064,842,0.40982429351287947,0.24726028079612228
2078,1801,0.4658169308373419,0.2198614377092317
1218,1032,0.4792264335120129,0.2284287144963515
1538,1353,0.44257257091044094,0.2400353919937085
1792,1611,0.5375324547882467,0.21664927212146348
2434,2418,0.47263204110001283,0.2546735928511386
1596,1306,0.4993017028954996,0.2642430850227493
1454,1229,0.461290153034721,0.21689724165086943
1882,1557,0.46782149141724494,0.2529170632655445
1636,1329,0.41975119699933716,0.23132277316706143
1572,1194,0.477993898127401,0.2287396367140658
1570,1272,0.49596903613426296,0.25327002256686326
1728,1260,0.3826091882226144,0.2695214448775421
1430,1005,0.4854925646005539,0.25762132842439284
1574,1229,0.4536897902551944,0.20738251124224294
1114,815,0.45808367029555697,0.19698866628067302
1546,1105,0.4121661138391891,0.25447658205501755
1576,1272,0.4247745032310406,0.24380830814273102
1296,800,0.38060141687848,0.21817829161170063
1994,1865,0.4381375024511058,0.24760904966411615
1400,1190,0.4782027587505591,0.19570870379571859
1434,1310,0.4768511006774765,0.22658868890124084
1454,1160,0.5112760373798052,0.2364186739805117
1840,1283,0.3913683695037539,0.23356452890300605
1712,1430,0.5192431434700534,0.2442131405777768
1426,1182,0.4274939807216504,0.2320960836251635
1430,1194,0.47843248189390664,0.23934152958986202
1550,1452,0.5122020184595656,0.22073048488152114
1310,951,0.39185112575785397,0.21571636751942985
1546,1314,0.45781277731891384,0.24908968253532907
1442,1109,0.44323444453901906,0.22913494681541155
2572,2476,0.47426691290208484,0.23720750255271733
1662,1403,0.46580707983107394,0.25257220642893136
1910,1661,0.4421948477611063,0.23034257090846802
1634,1341,0.4092345552063325,0.26454761825164635
1734,1426,0.4520904267208763,0.2574394600393556
1654,1051,0.4341940416161541,0.23279536119231756
1384,1121,0.4999463631213649,0.23613273542885263
1968,1484,0.48420698755802355,0.25354776320859745
1840,1341,0.4300998637629028,0.25074073534048585
1596,1248,0.5036561678202544,0.24801064573645915
1596,1306,0.43232450176276954,0.23851255756639128
1426,1052,0.4555852980754158,0.2287899951371222
1488,1136,0.4671104034336737,0.23537697895117174
1588,1144,0.51925173840828,0.21363056777773834
1604,1171,0.4457201235119866,0.20599010953678368
2036,1908,0.47117476938920666,0.26016716243686705
1198,978,0.37665222341176907,0.23068252606581957
1844,1573,0.5092895689923772,0.23540709895856327
1620,1480,0.33462912095101643,0.24494391165701218
1882,1653,0.3910954316235158,0.20050931030223082
1546,1399,0.5295026975704231,0.21955218244696678
2434,2376,0.4256057949270523,0.2631412502734402
1268,924,0.4432593738193108,0.22651298861900904
1520,1070,0.4652504653607629,0.2750817234043747
1582,1582,0.3398457495614738,0.28012828530297695
1464,1167,0.3774293559511076,0.22216875224023142
1256,1097,0.37666740781396973,0.25378343250143776
1532,1256,0.5321502036729612,0.22089546486537373
1346,1040,0.46836876875564487,0.20435307007412692
1898,1854,0.51722870186879,0.24226881922497828
1284,1086,0.4752741366651019,0.24404005479992022
1546,1414,0.47158481032314054,0.2548007796060323
1470,1043,0.3558844362289498,0.18916848969479513
2252,1913,0.5302415396061706,0.24083886943253266
1882,1480,0.3982264439221997,0.2628955070396596
1782,1460,0.4908160920995555,0.2231084555277076
1666,1252,0.41569888244717174,0.24870256829842208
1484,1136,0.48717684854967774,0.20641606823160388
1636,1321,0.5280121996437712,0.23269880971294238
1676,1391,0.4929608889756416,0.2396147869374167
1416,1148,0.44835858761308023,0.24826959767985898
1518,1097,0.46168997747797885,0.22860595224322236
1712,1259,0.46251956956277296,0.24652623199720536
1410,1106,0.4446260030181385,0.22157343165696466
1476,1013,0.4590677953698995,0.25407491726751447
1670,1302,0.3842317641756337,0.21817916635881313
1388,1009,0.5412616031352122,0.22149798376413332
1348,1028,0.48302998952470394,0.215105987729366
1438,1144,0.4780165006664226,0.2293753253138108
1572,1389,0.6069802336782971,0.23804034080565634
1844,1272,0.4564416204618796,0.2012241779794882
1450,1210,0.49157450589241125,0.174523490200916
1584,1426,0.5354440525625863,0.20650459117921216
1434,1074,0.4302684152286159,0.2347280137954514
1524,1410,0.5164771216280482,0.2265081281222777
1454,1071,0.3640906814488343,0.2460299686808245
1624,1341,0.48974951548157636,0.25852096018595844
1516,1295,0.5168839287836651,0.2150420766205064
1538,1205,0.5126344723041025,0.2220595110737213
2288,2363,0.549694423327455,0.27137545331290297
2106,1986,0.5188702075731543,0.25439617026522415
2185,1942,0.5954311946895193,0.2921304660452045
1530,1299,0.40523028538499617,0.243958010498488
1372,1070,0.5128836260806058,0.2557859383903541
1808,1666,0.5219961123439484,0.21629841473363465
1690,1368,0.41746104248128535,0.256959456043658
2302,1514,0.4398688924776673,0.2545825919564558
1692,1221,0.42310028578280534,0.23873591150827023
1978,1766,0.45127839741475295,0.2647391278021669
2101,1606,0.5387089468705561,0.28235882737783574
1778,1754,0.4551112431792492,0.23439923129233367
1574,1225,0.48951805779490976,0.2509699319456791
1542,1310,0.5020728895908814,0.2423497440264642
1546,1255,0.4650062126250847,0.23968939650428386
1804,1453,0.5282132980064633,0.2488033138961149
1816,1534,0.4821700646957807,0.2621486677478506
1588,1337,0.4901910286052517,0.20044686806195422
1700,1302,0.5120439285138472,0.23609579026253005
1782,1310,0.5401002843885646,0.23129620841740064
1662,1214,0.48979633719642246,0.2501695912678278
2346,2032,0.3952243139571443,0.27119802958184863
1298,959,0.5098431661756286,0.19239120483426037
1284,1013,0.43985171875025436,0.2344963030131081
1558,1106,0.3959460129902696,0.23724898034941216
1928,1631,0.47792570628237024,0.23960447023383002
1512,1225,0.54796733719943,0.20387951559859874
1454,978,0.48952398184444856,0.25869404353448405
1878,1729,0.5531988308079072,0.26442894091756586
1214,1106,0.44702951728936724,0.221701141825766
1654,1441,0.48452255429215657,0.2477898211162059
1670,1330,0.48337262494030053,0.24336424744478638
1186,940,0.48261424658844915,0.198643296776678
2048,1804,0.46045792463846674,0.2531828165487953
1774,1225,0.509887593368802,0.26029604656957345
1418,1121,0.4541370272179031,0.2617991949425355
1728,1619,0.5466061872270244,0.22425704925871234
1418,1221,0.4750741011257066,0.2000687753828866
1724,1638,0.4462001426584473,0.2450899625252923
1646,1121,0.4832165034176317,0.25296086454270034
1238,874,0.4256389458331549,0.21538090827541687
1622,1422,0.46794211109067396,0.25625654516461455
1480,1256,0.4275730505233594,0.251563334960732
1650,1341,0.47730489436187545,0.25031179588002545
1114,850,0.4874792791337679,0.23912645197048976
1688,1542,0.49327924154706254,0.23217347065402666
1684,1240,0.5027092882973434,0.23753041388294432
1956,1596,0.5144122561305227,0.2456656908759507
1368,1079,0.4403895038224928,0.22193600659713042
1434,1179,0.437832321596434,0.23173497635976506
1574,1043,0.4183895397955196,0.2655463236921357
1120,904,0.4959068859844822,0.22738704742612126
1650,1217,0.49158787449144625,0.2638569183678374
1422,1066,0.43166688682370724,0.2627209341081393
1388,1029,0.5012356582539697,0.22822581438914238
1658,1465,0.5007204054135107,0.2136415142280753
1782,1503,0.5019257875906232,0.2307859259563523
1924,1797,0.4768360293303827,0.23376492952135436
1434,1411,0.506148305537497,0.226636746129715
1904,1534,0.4531286124389167,0.28124912971215504
2186,2086,0.5087294968215402,0.2366182522991343
1882,1692,0.5242016048812937,0.24373975429592473
2120,2283,0.4898407116960448,0.24179937085005326
1554,1402,0.4721229261004374,0.25418431370447514
1542,1032,0.44061187938512053,0.2515227475532837
1376,1229,0.5210057001399155,0.22122115915886506
1924,1356,0.4232050915288809,0.20340341069666057
1198,1032,0.45703295709193575,0.24069745941342338
1628,1314,0.4731316566731556,0.25704235742370607
1929,1802,0.564018403131634,0.3004981282505295
1422,1128,0.46707292881142826,0.2040225096347478
1620,1340,0.41238027906943137,0.25100912859846525
1454,1183,0.48681222470675195,0.23604392937645705
1638,1020,0.4914908021194066,0.2715549506815987
1658,1407,0.4841167633296892,0.27158608370563136
1952,1496,0.43215447584859323,0.25696468046108734
1986,1604,0.5043096108237594,0.2474256271558163
1808,1604,0.43650175678926917,0.260519069927559
1442,1152,0.4261950063871288,0.24434495605710285
1414,1106,0.40081763247973734,0.24215406605571757
1914,1581,0.5618029614819593,0.23133791863679165
1716,1202,0.470047376742101,0.2469464553649591
1762,1399,0.5443816377392199,0.23350025192683013
1744,1345,0.37720629696576957,0.1965838296794533
2006,1878,0.5099161920365571,0.2649521776985606
1400,1120,0.5177000825330128,0.2546961791402591
1410,1244,0.5080690783987304,0.230977567352685
1962,2169,0.4163220730302589,0.23890947006933516
1708,1248,0.46375211864905663,0.22324807564518928
1404,1333,0.46849000460270923,0.2312900013327553
2014,1746,0.4425461330018761,0.24903070744782385
1970,1554,0.5243042385472959,0.23553815118511887
2056,2206,0.4547566438479961,0.2466190018410068
1110,944,0.48087753630998886,0.22067697405379227
1682,1519,0.4413243552954145,0.2432196944203806
1180,885,0.5187846817363352,0.24409320292237077
1729,1668,0.5208166267312758,0.2649120331913071
1724,1160,0.517883718932809,0.22415090053042394
1750,1526,0.5366441989639893,0.2307900908555036
2414,2132,0.4333494092831364,0.23832635084337164
2068,1982,0.4562862927572409,0.25683020225755937
1302,958,0.5493570634081182,0.2486513636117181
2458,1870,0.45216145451405776,0.2694364890381429
1192,862,0.4736756484932533,0.23696663894445394
1554,1198,0.4444457399136766,0.24513130081922424
1608,1195,0.497741053123096,0.23036769187394376
1767,1869,0.5107234906493624,0.22536129278376968
1812,1325,0.4804556379592948,0.23945691295904517
1796,1696,0.4919015720283575,0.23634080200218774
1638,1264,0.5047686439067672,0.22899633536623806
1546,1425,0.5029290729296416,0.23238376348343326
1845,1761,0.607572323438993,0.23624264261904718
2124,1630,0.4799120339504095,0.26799011858670113
1650,1214,0.43670366618016576,0.2687719262691833
1450,1210,0.5405074257232104,0.24820868860416398
1848,1848,0.36701916418541736,0.2583082030423985
1916,1488,0.49292897081161663,0.25887127625947387
1712,1534,0.49720357559002865,0.22730772840389232
1218,808,0.4061493710947448,0.22796789745119359
2619,2628,0.5396041195816527,0.2741557625838103
1474,1527,0.485036782335795,0.27721427219569184
1504,1206,0.5130194485436814,0.22353527594157757
1688,1469,0.5417683705036515,0.22280925087420098
1894,1688,0.47859540376503323,0.2632635104430224
1622,1272,0.3913431499518202,0.25809597787846206
2234,1843,0.45819738323910525,0.2106426434387169
1496,1314,0.5240295786226491,0.2246268170772022
1866,1654,0.49130008072701137,0.24181210781929566
1852,1442,0.4912385705398773,0.2840212627483385
1724,1588,0.5130255440438201,0.20779647504847287
1484,1036,0.49122429440924764,0.23630611653941186
1906,1909,0.4568681307755452,0.25052582531186673
1688,1422,0.49328139975436125,0.2235013525778982
2428,2540,0.6430577224338865,0.2648548604891182
1318,1082,0.528854530152093,0.22355396453318785
1484,1190,0.4589455471422753,0.2549984011931518
1696,1568,0.5255737126808266,0.2217165357941738
2428,2540,0.6430577224338865,0.2648548604891182
1546,1368,0.4336732568321428,0.2493668788858934
1670,1279,0.4673377615830291,0.2599854098546399
1604,1248,0.5343136079484545,0.21562891217550004
1376,1051,0.5184684759439143,0.2182913695782297
1518,1194,0.44519442476619686,0.19498785795794377
1566,1465,0.39628066089197694,0.20720354298507027
1920,1816,0.48817784926470553,0.22458112899302904
1736,1785,0.5114488515203681,0.25112507572080867
1600,1329,0.4789092805293676,0.25097714613242733
1400,1070,0.5024606010628551,0.23488019424405007
1955,1672,0.5996093439762129,0.25032056421746657
1456,1279,0.5686753170023648,0.18893935850956062
1528,1327,0.5828149196054221,0.2565216079583722
1462,1245,0.43984429119606044,0.24511643515832635
1852,1943,0.47237404925743465,0.24639724734366075
1534,1121,0.4704502403491967,0.24842047409915802
1510,1175,0.4826195680583067,0.22418412601010765
1558,1380,0.4514571621284928,0.25882417620450926
1902,1495,0.5079085305209378,0.24606933148646445
1979,1978,0.5409653469921661,0.2968171750030044
2114,1812,0.49595461315090505,0.25057579443848504
1418,1048,0.4176432113128847,0.2697507237025066
1820,1476,0.435126761357034,0.23837271174249108
1692,1383,0.49487964974830767,0.19257031048173473
2400,2121,0.44899754555287485,0.25973356917351564
1336,864,0.521437788910197,0.23416403499061575
1808,1542,0.4305420097977325,0.21919437068011727
1700,1437,0.4489040107426162,0.24850678499778148
1510,1136,0.4632920889183956,0.22913162465948564
1682,1619,0.45262429524406406,0.25157977678005344
1857,1815,0.61248267841652,0.2516577948314258
1264,950,0.48124468328304015,0.21974163723225337
1634,1183,0.43733491078816916,0.24208311668662885
1802,1407,0.49367290861436,0.21555085219106615
1524,1295,0.4770693945450776,0.22573672281899287
1686,1231,0.5518822959164211,0.20977076308667553
1438,1187,0.5394893197766868,0.21528922499973513
1920,1750,0.5772136694677868,0.20551327504546335
1778,1492,0.5103700336819198,0.2461102127879158
1878,1647,0.570847838104873,0.2534202628962044
1186,769,0.3906763537840244,0.22413422077643994
1546,1205,0.4155247410704391,0.2452990510442164
2020,1700,0.5002938047437964,0.3026143036149901
1538,1222,0.46456683563266754,0.23185776645224426
2144,2028,0.4886516862404532,0.257549195743618
1592,1344,0.4557156716853405,0.26350125748866765
1724,1534,0.4537638452955727,0.23502813690651697
1512,1325,0.46443363145397937,0.23630179400020226
1692,1735,0.48533439507250453,0.23157290451268805
1670,1144,0.4359558341153971,0.23577502159688235
1504,1244,0.4479282135392982,0.2211257737699612
1460,1233,0.4206073902413686,0.22917730929122102
1966,1499,0.5103005006016887,0.2300297836184359
1600,1542,0.5204659390020597,0.2308100946611097
1198,897,0.4661347033420694,0.24097195031715693
1422,1125,0.4232640247097431,0.2429802875303405
1244,1097,0.4492059492226136,0.19916792604022215
1616,1318,0.5094477636530054,0.2731788169795444
2090,1932,0.5278849578802465,0.24170518525365
1418,1020,0.42761381783831626,0.21775786229062113
1566,1210,0.4040232492731112,0.2667979341514716
1576,1383,0.5063918113427985,0.22665148602096163
1168,960,0.48954422186968394,0.22659344984666546
1412,1066,0.4710073857817529,0.248718147954262
1616,1408,0.5499120092386076,0.27020916518278876
1432,1184,0.5431313476432399,0.24256403537454102
1456,1272,0.5527574736353179,0.27845167414608596
1920,1920,0.4799163571027368,0.23962830153506898
1450,1051,0.3811419009810032,0.24363027594089334
1744,1769,0.4195138910709727,0.2466941159347333
1960,1648,0.49487058901230413,0.22628766117674368
1416,1296,0.4670862669194066,0.21726541301292088
2510,2543,0.5956433475154614,0.27130686456201564
2514,2264,0.4883853544931863,0.24029990218685549
1088,824,0.4479203104178564,0.21687670587435032
1672,1432,0.5868505681588881,0.22016575899324803
1336,1128,0.28744228532921634,0.1496676613610323
1802,1422,0.48780725759944665,0.249173038080109
1384,1208,0.6603513248598447,0.2695942230837517
1310,1136,0.4507548735008463,0.2427153382474934
1856,1333,0.48127340373379307,0.22534981197480544
1672,1328,0.5806160488421458,0.2510842879213603
1554,1245,0.48508473847949385,0.22581767907484382
1160,904,0.4874514141939963,0.21434694427773915
1522,1407,0.47644430775886415,0.2471776004885844
2276,2221,0.5122346156818587,0.24601490583930194
2018,1881,0.5300557690441923,0.2324542705138621
1248,1136,0.6208571881262436,0.16048507407709608
1554,1136,0.45339514787008584,0.22141404621153774
1500,1294,0.4909868089018193,0.24972009829706013
1264,984,0.45862572883686775,0.22131225732292575
1709,1787,0.594465766540953,0.2821150594293888
1088,968,0.40962341198633084,0.1967191939541656
1740,1279,0.4338890977022951,0.27382029484287784
1240,1064,0.4997981730892696,0.2574554940728698
1646,1391,0.4255164684880183,0.22663476755679776
1376,1048,0.4030602826742273,0.2111136974600511
1612,1515,0.4702564712755028,0.2363406472527622
2179,1604,0.3939756236652383,0.29869670507924406
1874,1774,0.4683440084050164,0.26266142212283966
1624,1280,0.5512759492266738,0.2468141098320937
1322,978,0.5248082416406169,0.22464346335404128
1638,1279,0.476504238818547,0.2320242483300613
2553,2305,0.5519487352162894,0.298980900043572
1678,1368,0.5674944501913994,0.2470488926291457
2032,2016,0.48568291134257724,0.19993660738254979
1642,1422,0.42843019352084716,0.20524603613674372
1932,1908,0.35842212633237913,0.21993061118117924
1736,1399,0.5133142740367609,0.23472474450244982
1632,1186,0.4587819625089066,0.2857021949829027
1300,1051,0.5044074981379507,0.20173999843479826
1538,1164,0.5366904050731424,0.23063269642490006
1386,1158,0.5725876418500618,0.21989415099155843
1496,1337,0.460636658280637,0.23568711645431928
1800,1499,0.4457127540364598,0.2409858329774237
2031,1693,0.44626386055688383,0.2767234207761396
1874,1670,0.5266025761271731,0.2372568550168309
1666,1507,0.4737307171590288,0.25507138544865077
1450,1020,0.46680223521457287,0.25867769618691044
1426,1206,0.4826549105985805,0.24078827760286864
1554,1067,0.48078810304401587,0.26823603344805413
1230,993,0.4496994953836749,0.26170923255523976
1796,1283,0.5254111560484679,0.2538418068125061
1720,1507,0.46408402829658574,0.2388185196799125
1646,1588,0.40110025150509065,0.2162647112200453
1144,966,0.5076393484321874,0.22765969018600873
1754,1341,0.5390605417334465,0.2430949088976175
1904,1461,0.4219258797048632,0.2639643452451303
1566,1248,0.501987969271607,0.25878461312003825
1679,1914,0.4976327649424626,0.2732636866262488
1508,1337,0.4662144969643667,0.2512322924642297
1620,1438,0.4585364348868037,0.27531962618940103
1836,1487,0.44651847617337065,0.23317441742053932
1566,1353,0.4814873745748814,0.22049928642614813
1558,1259,0.3956265833668061,0.2617172121719129
1534,1063,0.4119143642473937,0.28587190614540764
1334,994,0.443088587082953,0.26511467936241356
1662,1194,0.5557548345931224,0.2463487267809263
1504,1283,0.5181087662839133,0.20883844294013035
2132,2017,0.4695076554798685,0.24757316165535986
1698,1473,0.38784103689109656,0.2625510227434096
1156,804,0.45785395145852925,0.22592817429139325
1708,1468,0.5542652382791682,0.20455629329417785
1782,1437,0.527681021665403,0.23021079702156588
1632,1260,0.4787115475275078,0.27143035029034446
1414,1206,0.428678604095202,0.22421351384486604
1704,1283,0.455309608172471,0.23378909021167565
1586,1306,0.410013599765446,0.245911546093965
1570,1310,0.4887270336928467,0.23589939693525708
1906,1527,0.4943615258656937,0.25161657369908313
1882,1855,0.47585431253085897,0.24754849130589546
1395,1312,0.6363410948783744,0.2050003079526433
1658,1294,0.4309801311396042,0.26080430473831084
1675,1428,0.6000229237729622,0.24428147067101583
1514,1032,0.4927498512640696,0.24994421540528647
1554,1151,0.49744415764756134,0.2562493556175753
1442,1229,0.4949987651454997,0.23602309994686185
1360,1167,0.48121583403258966,0.21190074647291238
1210,1017,0.5643887520959123,0.21933221318156026
1952,1967,0.5001129871177225,0.22908883012370782
2180,2085,0.576781736618261,0.28167336300932
